ID,Target,DataSource1_Feature1,DataSource1_Feature2,DataSource1_Feature3,DataSource2_Feature1,DataSource2_Feature2,DataSource2_Feature3,DataSource2_Feature4,DataSource2_Feature5,DataSource2_Feature6,DataSource2_Feature7,DataSource2_Feature8,DataSource2_Feature9,DataSource3_Feature1,DataSource3_Feature2,DataSource3_Feature3,DataSource4_Feature1,DataSource4_Feature2,DataSource4_Feature3,DataSource4_Feature4,DataSource4_Feature5,DataSource4_Feature6
-1772354444,0,RD,A,A,119.14037,-0.56224906,-0.56224906,288800.0,79997.0,7.924,0.8375,0.0268,0.0315,,,,,0.21,0.07,0.8,0.88,4
-1722095783,0,EA,A,A,103.14549,-0.57444644,-0.57444644,867400.0,88594.0,8.406,0.9342,0.007,0.008,,,,0.8,0.06,0.08,0.37,0.92,1
-1294385037,0,RD,B,A,1066.98119,-0.55731285,-0.55731285,361800.0,100456.0,6.399,0.7879,0.0443,0.044,,,,0.52,0.15,0.04,0.43,0.43,4
1695248948,0,EA,A,A,117.62989,-0.8919295,-0.8919295,409800.0,123608.0,6.265,0.7788,0.0857,0.0443,0.0,12.35,A,0.94,0.01,0.23,0.79,0.95,2
620066458,0,RD,A,A,66.98755,-0.8621024,-0.8621024,348400.0,96713.0,9.162,0.4197,0.0697,0.2075,0.0,11.5,B,0.6,0.14,0.37,0.59,0.9,3
281489981,0,RD,A,A,30.39252,-0.99989337,-0.99989337,330400.0,93819.0,7.301,0.7042,0.0694,0.0636,,,,0.87,0.01,0.64,0.11,0.9,1
-1686436637,1,EA,A,A,105.18641,0.8341893,0.8341893,445200.0,96868.0,7.789,0.8375,0.0562,0.0303,,,,0.97,0.01,0.96,0.76,0.55,2
-1960236737,0,RD,A,A,103.5983,-0.40590554,-0.40590554,175900.0,56372.0,7.709,0.868,0.0535,0.0255,,,,,,,,,
1951896558,0,EA,A,A,91.78836,-0.87149566,-0.87149566,711800.0,133333.0,8.221,0.7948,0.0391,0.0565,,,,0.91,0.15,0.14,0.75,0.79,1
1002299047,1,ED,A,A,496.30466,-0.63809156,-0.63809156,153900.0,50092.0,7.338,0.18,0.5599,0.0157,,,,0.31,0.36,0.24,0.46,0.78,E
-1609482888,0,RD,B,A,30.40862,-0.7709028,-0.7709028,1153900.0,186290.0,7.189,0.893,0.0146,0.0469,,,,0.99,0.01,0.21,0.95,0.83,2
2083040582,0,EA,A,A,23.56236,0.94667,0.94667,365000.0,88977.0,6.092,0.9069,0.0095,0.0171,,,,0.79,0.08,0.03,0.61,0.5,1
-1622568866,0,EA,A,A,107.13976,0.82580125,0.82580125,491300.0,100915.0,8.644,0.783,0.0581,0.066,0.0,20.5,D,0.96,0.01,0.61,0.57,0.28,1
401632681,0,EA,A,A,10.10617,0.5872974,0.5872974,169700.0,61031.0,7.864,0.5751,0.0886,0.0201,,,,0.13,0.51,0.67,0.76,0.8,E
-1648586601,1,EA,A,A,74.99352,-0.9353906,-0.9353906,456200.0,117996.0,7.314,0.8793,0.0112,0.0454,,,,0.79,0.13,0.15,0.9,0.97,2
451495864,1,RD,B,A,240.11507,-0.83313954,-0.83313954,367600.0,95643.0,7.498,0.8308,0.0389,0.0896,1.0,8.74,C,1.0,0.01,0.08,0.93,0.16,2
1291933926,1,RD,A,A,89.23463,-0.98041564,-0.98041564,225700.0,88339.0,6.375,0.8455,0.0339,0.034,0.0,11.05,B,0.44,0.42,0.24,0.74,0.97,4
1616208783,0,EA,A,A,58.62487,-0.5012472,-0.5012472,461200.0,114681.0,8.496,0.8494,0.0479,0.0216,,,,0.73,0.19,0.12,0.83,0.84,1
-2028013012,0,RD,A,A,17.71143,-0.64188886,-0.64188886,274500.0,89132.0,6.293,0.9245,0.0148,0.0181,,,,0.7,0.13,0.33,0.37,0.97,2
-1335475715,0,RD,A,A,64.29849,0.39114735,0.39114735,272500.0,93300.0,5.633,0.9119,0.0207,0.0242,,,,0.8,0.14,0.73,0.83,0.09,2
-1378256307,0,EA,A,A,92.48667,-0.8077305,-0.8077305,428200.0,100464.0,8.149,0.868,0.0096,0.0369,,,,0.73,0.17,0.08,0.56,0.92,4
1978630226,0,RD,A,A,34.27321,0.996637,0.996637,350500.0,119679.0,5.644,0.8265,0.0153,0.1085,,,,0.83,0.06,0.88,0.58,0.38,2
-464551450,0,EA,A,A,5.07122,0.8571806,0.8571806,270100.0,79489.0,7.043,0.8435,0.0174,0.0352,,,,0.7,0.21,0.96,0.21,0.06,H
1170379678,0,EA,A,A,52.7906,0.9974927,0.9974927,276100.0,74321.0,4.594,0.9108,0.0167,0.0188,0.0,8.08,B,0.86,0.11,0.11,0.93,0.42,2
-2031005060,0,RD,A,A,25.80379,0.078949146,0.078949146,381300.0,129888.0,6.672,0.8681,0.0187,0.0684,,,,0.97,0.11,0.81,0.38,0.88,2
633660743,0,EA,A,A,81.5693,0.7630781,0.7630781,345900.0,79583.0,7.148,0.758,0.019,0.1666,,,,0.83,0.19,0.85,0.75,0.65,2
-1584215351,0,EA,A,A,46.34358,-0.5866352,-0.5866352,600400.0,123071.0,7.418,0.7941,0.0642,0.0382,,,,0.88,0.21,0.26,0.82,0.6,1
1633636415,0,EA,A,A,53.34634,-0.5687384,-0.5687384,566700.0,144444.0,8.445,0.8307,0.0066,0.1112,,,,0.22,0.15,0.56,0.96,0.96,4
-940708112,0,EA,A,A,75.20661,0.98647016,0.98647016,319500.0,83197.0,6.595,0.9167,0.019,0.0175,,,,0.92,0.06,0.26,0.85,0.3,2
-1588974703,0,EA,B,A,66.5259,-0.9062855,-0.9062855,552100.0,140694.0,8.163,0.829,0.0126,0.062,0.0,12.1,A,0.89,0.13,0.21,0.86,0.99,1
-1750138903,0,EA,A,A,92.34059,-0.8573151,-0.8573151,809300.0,177564.0,7.694,0.8729,0.0112,0.0664,,,,0.76,0.11,0.43,0.7,0.75,1
385700051,0,RD,A,A,30.65954,0.8791734,0.8791734,315500.0,119247.0,5.554,0.9391,0.0129,0.0098,,,,0.83,0.1,0.5,0.86,0.4,L
362799403,0,EA,A,A,131.75319,-0.88128084,-0.88128084,305600.0,81538.0,4.892,0.9245,0.0026,0.0234,,,,0.87,0.09,0.03,0.98,0.27,2
134303968,0,RD,B,A,51.22396,-0.5216224,-0.5216224,623000.0,122964.0,7.318,0.8241,0.0361,0.0753,,,,0.87,0.11,0.69,0.91,0.98,1
-1746561470,0,EA,A,A,104.48505,0.95688444,0.95688444,367700.0,106775.0,5.878,0.9574,0.0101,0.0119,,,,0.82,0.09,0.36,0.96,0.5,2
-1204661122,0,RD,A,A,114.90286,0.7497533,0.7497533,491800.0,105443.0,7.646,0.7874,0.0351,0.1374,,,,0.76,0.16,0.19,0.83,0.36,1
737801816,0,EA,A,A,87.37299,-0.84521747,-0.84521747,765300.0,109167.0,8.55,0.7372,0.0297,0.1658,,,,0.92,0.01,0.4,0.58,0.43,1
-517513568,0,RD,A,A,323.77665,-0.9334664,-0.9334664,165700.0,57416.0,8.999,0.7125,0.166,0.0178,1.0,8.09,C,0.49,0.25,0.05,0.42,0.82,4
1995293744,0,EA,A,A,101.37593,0.90580577,0.90580577,346000.0,94984.0,6.448,0.8737,0.0454,0.0349,0.0,13.51,A,0.7,0.15,0.28,0.69,0.94,2
1444320552,0,EA,A,A,3.03694,0.5915035,0.5915035,298700.0,99966.0,7.028,0.8648,0.0331,0.049,,,,0.17,0.36,0.9,0.65,0.47,H
2100068257,0,RD,A,A,504.75152,-0.74486256,-0.74486256,114900.0,41771.0,5.058,0.6504,0.2509,0.0057,,,,0.13,0.58,0.76,0.03,0.08,I
659244172,0,EA,A,A,129.48759,0.7321788,0.7321788,662400.0,174340.0,5.826,0.9471,0.0069,0.0212,0.0,13.76,A,0.88,0.04,0.02,0.83,0.91,2
2011361813,1,EA,B,A,110.04824,0.67176944,0.67176944,530400.0,141173.0,6.589,0.8381,0.0066,0.1317,,,,1.0,0.01,0.68,0.88,0.44,2
587986000,0,EA,A,A,75.16407,-0.70166427,-0.70166427,517700.0,67669.0,10.169,0.0752,0.7875,0.0277,,,,0.13,0.41,0.41,0.03,0.26,4
611008355,0,RD,A,A,95.81087,0.89759725,0.89759725,394200.0,114720.0,7.051,0.8952,0.0311,0.0388,,,,0.39,0.15,0.33,0.57,0.74,2
280077933,0,EA,A,A,111.79425,-0.77956355,-0.77956355,388500.0,105649.0,7.113,0.44,0.0987,0.3703,,,,0.93,0.11,0.36,0.53,0.26,2
372768163,0,EA,B,A,34.88259,-0.8169738,-0.8169738,412400.0,91331.0,7.899,0.6108,0.1007,0.0565,,,,0.43,0.28,0.9,0.46,0.79,K
1919524312,0,EA,A,A,74.28975,0.9636388,0.9636388,189600.0,53765.0,8.238,0.8675,0.0302,0.0259,,,,0.73,0.23,0.29,0.95,0.78,2
-1788930841,1,EA,A,A,109.60288,0.7817873,0.7817873,527100.0,86197.0,8.255,0.7437,0.063,0.1033,0.0,11.05,A,0.92,0.01,0.5,0.94,0.7,2
-1719943073,0,EA,A,A,17.49158,0.6717223,0.6717223,245600.0,91841.0,7.096,0.8557,0.0487,0.0361,0.0,12.14,B,0.85,0.09,0.26,0.83,0.53,2
-901996183,0,RD,B,A,7.72172,-0.20524816,-0.20524816,218600.0,40803.0,9.109,0.3513,0.3858,0.0728,,,,0.12,0.56,0.47,0.23,0.43,J
-258688144,0,EA,B,A,96.6555,-0.9146565,-0.9146565,522100.0,128596.0,7.139,0.7477,0.0311,0.1013,,,,0.93,0.04,0.33,0.98,0.66,2
-1317876446,0,RD,A,A,99.03426,0.9847117,0.9847117,326400.0,82923.0,6.154,0.8762,0.0408,0.0267,0.0,14.16,A,0.54,0.1,0.26,0.6,0.72,2
1789717609,0,EA,A,A,70.63831,-0.7318049,-0.7318049,646300.0,82819.0,9.728,0.7143,0.0123,0.0744,1.0,22.09,C,0.71,0.17,0.07,0.48,0.66,1
-616281584,0,EA,A,A,99.75086,0.9939668,0.9939668,373600.0,78997.0,6.234,0.9371,0.0146,0.0118,0.0,12.22,D,0.68,0.15,0.81,0.77,0.42,2
-682357930,1,EA,A,A,104.36218,0.88096446,0.88096446,333700.0,79421.0,7.426,0.7738,0.1173,0.0404,0.0,10.47,A,0.86,0.13,0.44,0.98,0.98,1
-1956976999,0,RD,B,A,66.74525,-0.7951671,-0.7951671,345200.0,27106.0,11.351,0.1123,0.3169,0.009,,,,0.06,0.53,0.81,0.01,0.2,I
546531988,0,RD,A,A,84.2414,0.8223529,0.8223529,442500.0,132063.0,5.798,0.9598,0.0052,0.0132,0.0,12.77,A,0.88,0.12,0.29,0.75,0.84,2
1897987417,0,EA,B,A,111.56196,0.8682173,0.8682173,436800.0,94945.0,7.863,0.8432,0.0326,0.0778,0.0,15.46,A,0.9,0.13,0.3,0.09,0.67,G
590585364,0,EA,B,A,67.13022,-0.881995,-0.881995,599700.0,146103.0,8.105,0.8177,0.0099,0.1129,,,,0.83,0.06,0.13,0.91,0.9,1
70793561,0,RD,A,A,315.47009,-0.9342656,-0.9342656,126400.0,59520.0,7.954,0.9429,0.0189,0.0125,,,,0.88,0.01,0.61,0.56,0.59,2
1004546474,0,RD,A,A,22.81473,0.53434956,0.53434956,249300.0,83391.0,7.682,0.827,0.0345,0.0307,,,,0.3,0.42,0.99,0.35,0.47,L
-33586677,0,EA,A,A,25.85977,-0.991071,-0.991071,371900.0,107955.0,6.726,0.8897,0.0128,0.0391,0.0,13.71,A,0.75,0.12,0.94,0.2,0.71,K
1540615886,0,EA,A,A,71.4504,-0.89916635,-0.89916635,631900.0,166450.0,8.362,0.8352,0.0159,0.0952,,,,0.79,0.13,0.44,0.15,0.98,2
1433147125,0,RD,A,A,6.04585,-0.12075135,-0.12075135,332500.0,112814.0,6.798,0.8324,0.0507,0.0544,,,,0.54,0.29,0.06,0.78,0.96,2
1003784071,0,EA,A,A,89.49409,0.902303,0.902303,346300.0,87561.0,7.307,0.9001,0.0203,0.0398,0.0,14.45,A,0.58,0.24,0.05,0.99,0.8,1
1434873910,0,RD,A,A,30.16319,-0.9960264,-0.9960264,265600.0,61220.0,7.779,0.4763,0.0647,0.0539,,,,,,,,,
539764549,0,EA,A,A,100.47908,0.8573396,0.8573396,479000.0,130109.0,7.5,0.8838,0.0201,0.0635,,,,0.25,0.29,0.37,0.9,0.93,1
-93125784,0,EA,B,A,11.6296,0.96659213,0.96659213,331300.0,117631.0,5.747,0.9423,0.0055,0.0199,,,,0.8,0.16,0.21,0.98,0.75,2
2065834858,0,RD,B,A,72.04948,-0.8892601,-0.8892601,409700.0,115512.0,8.752,0.7655,0.0204,0.0935,,,,0.99,0.01,0.52,0.71,0.29,2
256382475,0,EA,A,A,12.91635,-0.99858606,-0.99858606,345400.0,106047.0,5.962,0.92,0.0145,0.018,,,,0.48,0.24,0.11,0.84,0.99,2
-1987017516,0,EA,B,A,86.68876,-0.86786175,-0.86786175,618400.0,163403.0,7.662,0.7328,0.0232,0.1915,0.0,10.77,B,0.72,0.01,0.17,0.66,0.25,2
1221545523,0,RD,B,A,122.96035,0.7148231,0.7148231,608400.0,148125.0,6.983,0.8242,0.0152,0.1069,,,,0.54,0.13,0.37,0.51,0.47,3
2043676476,1,RD,A,A,37.66929,0.12912059,0.12912059,278000.0,107227.0,6.195,0.9453,0.013,0.0141,,,,0.99,0.09,0.51,0.78,0.52,2
1284295134,0,RD,A,A,95.89855,-0.648612,-0.648612,401200.0,82474.0,7.849,0.6588,0.062,0.0173,,,,1.0,0.01,0.33,0.72,0.62,2
1045710222,0,EA,A,A,90.16041,0.98775303,0.98775303,267900.0,74553.0,6.298,0.9528,0.0136,0.0125,,,,0.39,0.31,0.42,0.61,0.53,E
172685113,0,EA,B,A,176.59344,-0.8480025,-0.8480025,335800.0,107686.0,7.009,0.8438,0.0572,0.0531,,,,0.83,0.17,0.2,0.94,0.95,2
988615435,0,RD,B,A,102.29202,0.765051,0.765051,690500.0,174107.0,6.761,0.8529,0.0111,0.1049,0.0,11.54,A,0.74,0.07,0.06,0.91,0.29,2
1439562939,0,RD,A,A,79.59137,-0.74118257,-0.74118257,827800.0,47079.0,10.952,0.23,0.0274,0.2938,0.0,13.99,D,0.3,0.44,0.96,0.12,0.14,K
-1772664831,0,EA,B,A,103.70543,0.81407243,0.81407243,835200.0,159147.0,7.645,0.9004,0.0123,0.0598,0.0,13.08,A,0.92,0.1,0.53,0.95,0.52,1
-49006362,1,EA,A,A,43.24531,-0.271279,-0.271279,339300.0,93777.0,8.028,0.8092,0.0253,0.0487,,,,0.77,0.1,0.38,0.66,0.75,4
656248756,0,EA,A,A,130.83721,0.7014299,0.7014299,276900.0,75115.0,7.469,0.8526,0.0313,0.0193,,,,0.38,0.24,0.37,0.76,0.29,2
1920469066,0,EA,A,A,41.98676,-0.80897397,-0.80897397,413400.0,72961.0,8.738,0.4101,0.1535,0.0535,0.0,9.86,A,0.52,0.26,0.74,0.34,0.35,L
-175184410,0,EA,A,A,62.11107,-0.25718972,-0.25718972,288200.0,72744.0,5.162,0.9044,0.0121,0.0179,,,,0.36,0.21,0.79,0.11,0.53,2
1150171112,0,RD,B,A,17.70904,-0.67723954,-0.67723954,268700.0,83793.0,8.005,0.7663,0.0797,0.0253,,,,0.64,0.07,0.75,0.23,0.56,1
1707430152,0,EA,A,A,66.36542,0.7406926,0.7406926,258500.0,67117.0,6.306,0.928,0.016,0.0113,0.0,14.32,A,0.5,0.2,0.6,0.44,0.35,E
-996596608,0,RD,B,A,117.66189,0.87779725,0.87779725,742300.0,133596.0,6.908,0.9515,0.0077,0.0213,,,,0.98,0.1,0.43,0.74,0.58,2
942304987,0,EA,A,A,78.42581,0.7282213,0.7282213,278700.0,81804.0,6.747,0.9205,0.0173,0.022,,,,0.42,0.26,0.8,0.72,0.73,4
-87344869,0,EA,A,A,75.24013,-0.9070278,-0.9070278,351400.0,77468.0,8.39,0.5408,0.0842,0.0407,,,,0.67,0.01,0.08,0.96,0.91,1
-773860469,0,EA,A,A,41.98676,-0.80897397,-0.80897397,413400.0,72961.0,8.738,0.4101,0.1535,0.0535,,,,0.74,0.06,0.57,0.12,0.19,2
2027644278,0,EA,A,A,114.63506,0.77656984,0.77656984,893700.0,159536.0,8.174,0.8548,0.0138,0.1033,,,,0.9,0.07,0.06,0.95,0.96,1
1000695084,0,EA,A,A,61.68343,-0.89017403,-0.89017403,466600.0,109567.0,7.73,0.6914,0.0137,0.2056,,,,0.73,0.11,0.94,0.93,0.94,2
1343933549,0,EA,B,A,77.07525,-0.6921903,-0.6921903,556500.0,81399.0,9.38,0.4424,0.3917,0.0496,1.0,11.14,C,0.25,0.33,0.23,0.49,0.26,4
1768927121,0,EA,A,A,22.81473,0.53434956,0.53434956,249300.0,83391.0,7.682,0.827,0.0345,0.0307,,,,0.69,0.12,0.23,0.81,0.88,1
169153809,0,RD,A,A,48.83945,0.4150412,0.4150412,266600.0,88442.0,7.103,0.9226,0.0182,0.027,,,,0.38,0.37,0.02,0.99,0.94,1
1759588840,0,EA,B,A,28.52974,-0.88058794,-0.88058794,878400.0,219083.0,6.246,0.8995,0.0166,0.0398,,,,0.9,0.08,0.81,0.38,0.58,2
1963255773,0,RD,A,A,59.90492,-0.9544325,-0.9544325,495500.0,133297.0,7.575,0.72,0.0676,0.1007,,,,0.88,0.1,0.35,0.4,0.89,2
1377050708,0,EA,B,A,73.51494,-0.8491846,-0.8491846,386600.0,92989.0,8.836,0.7707,0.0151,0.0672,1.0,7.49,C,0.97,0.01,0.21,0.53,0.86,1
1209809792,0,RD,B,A,38.37418,0.99451494,0.99451494,259000.0,79293.0,6.459,0.8553,0.033,0.042,0.0,10.67,B,0.66,0.17,0.68,0.91,0.41,1
1616509355,0,EA,A,A,11.64556,-0.8378526,-0.8378526,203100.0,56073.0,7.844,0.7259,0.0773,0.0245,,,,,,,,,
-1999793540,0,RD,B,A,70.24153,-0.9052981,-0.9052981,738300.0,168807.0,8.376,0.7824,0.0189,0.1337,0.0,13.38,A,1.0,0.01,0.28,0.36,0.78,1
1641565219,0,RD,B,A,20.09376,0.7852306,0.7852306,245800.0,91295.0,6.012,0.9111,0.0288,0.0125,0.0,11.35,A,0.91,0.11,0.5,0.38,0.56,2
1513075341,0,EA,A,A,152.62297,0.99852896,0.99852896,2000000.0,90313.0,4.006,0.9136,0.0278,0.0123,,,,,,,,,
-84145481,0,RD,A,A,91.70181,-0.9689384,-0.9689384,219500.0,90402.0,6.938,0.8953,0.0079,0.0189,,,,0.4,0.22,0.92,0.79,0.98,4
1112239495,0,EA,B,A,71.4504,-0.89916635,-0.89916635,631900.0,166450.0,8.362,0.8352,0.0159,0.0952,0.0,9.64,A,0.98,0.01,0.12,0.9,0.73,1
330555033,0,RD,A,A,19.47289,0.27275518,0.27275518,158100.0,50698.0,8.379,0.5444,0.0944,0.0335,,,,0.23,0.09,0.78,0.5,0.32,L
-1433305956,0,EA,A,A,19.59534,-0.83275974,-0.83275974,396900.0,118707.0,7.319,0.8501,0.0337,0.046,,,,0.85,0.04,0.02,0.78,0.94,2
1833519485,0,RD,B,A,65.33478,-0.68658376,-0.68658376,488000.0,74581.0,9.611,0.2431,0.2158,0.2859,,,,0.52,0.32,0.26,0.82,0.65,4
1405270598,0,EA,A,A,105.60262,0.8605185,0.8605185,486400.0,105371.0,7.046,0.8233,0.0674,0.0644,,,,0.65,0.16,0.37,0.63,0.9,2
1709313290,0,RD,B,A,108.39176,-0.84593254,-0.84593254,335200.0,78404.0,8.147,0.6594,0.022,0.1276,,,,0.5,0.22,0.63,0.39,0.58,F
1674496082,0,RD,B,A,833.53554,-0.80345374,-0.80345374,140800.0,49316.0,7.294,0.0436,0.8889,0.0132,,,,0.2,0.47,0.11,0.21,0.8,E
-2033661305,0,RD,A,A,99.03426,0.9847117,0.9847117,326400.0,82923.0,6.154,0.8762,0.0408,0.0267,,,,0.81,0.14,0.51,0.93,0.35,4
1324669325,0,EA,A,A,110.04824,0.67176944,0.67176944,530400.0,141173.0,6.589,0.8381,0.0066,0.1317,,,,0.89,0.01,0.64,0.65,0.53,2
-1854901329,0,RD,B,A,41.29101,0.2984335,0.2984335,295400.0,111586.0,6.188,0.7782,0.0925,0.0171,0.0,9.16,A,0.29,0.13,0.22,0.61,0.31,2
-944728661,0,RD,B,A,88.40717,0.743855,0.743855,449600.0,108767.0,6.789,0.7462,0.0176,0.1752,,,,0.56,0.17,0.74,0.71,0.69,2
809474381,0,EA,A,A,26.04764,-0.99540484,-0.99540484,338500.0,101306.0,7.0,0.8256,0.0223,0.0465,,,,1.0,0.01,0.92,0.39,0.8,2
-1434057668,0,RD,A,A,1145.88781,-0.40071484,-0.40071484,181700.0,43331.0,8.649,0.1004,0.7467,0.0146,,,,0.17,0.15,0.53,0.14,0.36,3
2059233706,0,RD,B,A,10.65706,0.4756976,0.4756976,293500.0,80073.0,7.179,0.8816,0.0231,0.0385,,,,0.84,0.1,0.25,0.61,0.75,2
-496567725,0,RD,A,A,8.95046,-0.25236323,-0.25236323,167500.0,28955.0,9.193,0.1943,0.2758,0.0099,0.0,9.39,D,0.29,0.23,0.66,0.08,0.08,H
-1592551936,0,EA,A,A,77.07525,-0.6921903,-0.6921903,556500.0,81399.0,9.38,0.4424,0.3917,0.0496,,,,0.82,0.14,0.28,0.86,0.69,3
1528647397,0,EA,A,A,201.83831,0.6430379,0.6430379,247600.0,66009.0,7.625,0.8918,0.0265,0.0424,,,,1.0,0.01,0.98,0.7,0.44,2
586001875,1,EA,B,A,22.81473,0.53434956,0.53434956,249300.0,83391.0,7.682,0.827,0.0345,0.0307,,,,1.0,0.01,0.5,0.82,0.69,2
-1171519458,0,EA,B,A,117.66189,0.87779725,0.87779725,742300.0,133596.0,6.908,0.9515,0.0077,0.0213,,,,0.76,0.17,0.5,0.7,0.84,2
1024999492,0,EA,B,A,10.69753,-0.97374207,-0.97374207,246600.0,70941.0,7.039,0.8667,0.0292,0.0241,,,,0.55,0.37,0.72,0.73,0.34,2
-1516750542,0,RD,B,A,83.54741,-0.8583713,-0.8583713,372400.0,99845.0,8.254,0.4976,0.2358,0.0747,0.0,11.02,A,0.96,0.01,0.32,0.98,0.78,1
1269393531,0,RD,A,A,100.02146,0.7095608,0.7095608,487200.0,145967.0,5.944,0.9186,0.0117,0.0408,,,,0.92,0.08,0.4,0.48,0.92,2
1639344380,0,EA,A,A,116.15807,0.90274805,0.90274805,489600.0,120000.0,6.796,0.9561,0.0093,0.0169,0.0,12.33,A,0.42,0.29,0.32,0.95,0.99,2
-1225921711,0,RD,B,A,75.73421,-0.99738127,-0.99738127,255700.0,73056.0,6.067,0.5655,0.1519,0.0379,,,,0.36,0.37,0.54,0.73,0.9,4
225789370,0,RD,A,A,19.59534,-0.83275974,-0.83275974,396900.0,118707.0,7.319,0.8501,0.0337,0.046,0.0,13.75,A,0.91,0.11,0.17,0.95,0.69,1
858856198,0,EA,A,A,20.38422,0.9137356,0.9137356,287900.0,76526.0,6.707,0.9013,0.0088,0.0209,,,,0.67,0.09,0.53,0.83,0.9,2
384923677,0,EA,A,A,6.04585,-0.12075135,-0.12075135,332500.0,112814.0,6.798,0.8324,0.0507,0.0544,,,,0.9,0.01,0.23,0.98,0.95,2
1550888642,1,EA,A,A,109.27634,0.8003015,0.8003015,766500.0,106074.0,8.712,0.7932,0.0279,0.1114,,,,0.92,0.01,0.68,0.82,0.57,3
54880789,0,RD,B,A,27.29444,0.83027047,0.83027047,314300.0,109750.0,5.618,0.9253,0.0181,0.0218,0.0,9.97,A,0.44,0.26,0.58,0.72,0.14,2
1807122470,0,EA,B,A,126.20053,0.68751156,0.68751156,324300.0,74912.0,7.663,0.6947,0.0324,0.0356,1.0,14.21,C,0.93,0.01,0.33,0.74,0.93,2
640606651,0,EA,A,A,111.56196,0.8682173,0.8682173,436800.0,94945.0,7.863,0.8432,0.0326,0.0778,,,,0.81,0.04,0.25,0.7,0.67,2
-1642277055,0,EA,A,A,46.46077,0.9991874,0.9991874,225100.0,89801.0,5.735,0.7705,0.0563,0.0405,0.0,12.49,B,0.73,0.17,0.49,0.95,0.76,4
503150519,0,EA,B,A,23.1009,0.73319745,0.73319745,442700.0,150184.0,5.815,0.8901,0.0155,0.0538,1.0,3.87,C,0.95,0.11,0.28,0.95,0.94,2
255028288,0,EA,A,A,80.23613,0.967708,0.967708,199300.0,69744.0,8.085,0.8967,0.0237,0.0237,,,,0.55,0.26,0.36,0.88,0.97,4
-584345329,0,RD,A,A,67.54836,-0.8702502,-0.8702502,413400.0,91900.0,8.876,0.6218,0.0396,0.176,,,,0.72,0.11,0.19,0.95,0.94,4
-2040936110,1,RD,A,A,10.69753,-0.97374207,-0.97374207,246600.0,70941.0,7.039,0.8667,0.0292,0.0241,,,,0.1,0.72,0.6,0.76,0.29,2
-1427935956,0,RD,B,A,265.14567,0.6045458,0.6045458,172000.0,57802.0,4.569,0.967,0.0067,0.0039,,,,0.56,0.27,0.69,0.52,0.54,E
1645707236,0,EA,A,A,106.3239,-0.58576465,-0.58576465,453900.0,95206.0,7.416,0.8482,0.0203,0.0173,,,,0.56,0.29,0.53,0.52,0.74,H
1728360884,0,EA,B,A,89.92036,-0.8370928,-0.8370928,433400.0,114296.0,8.028,0.7539,0.0605,0.0756,,,,0.89,0.05,0.22,0.74,0.45,2
-1138926622,0,EA,B,A,54.50904,-0.80772,-0.80772,624700.0,99124.0,8.503,0.6306,0.0386,0.0471,,,,0.99,0.05,0.17,0.97,0.78,1
338951872,0,EA,A,A,150.29438,0.6705945,0.6705945,406900.0,115078.0,6.174,0.9497,0.0046,0.0227,,,,1.0,0.01,0.16,0.93,0.77,2
870632429,0,EA,A,A,99.59463,0.7922591,0.7922591,537200.0,109490.0,7.702,0.8479,0.0251,0.0787,,,,0.24,0.15,0.61,0.78,0.63,1
-889582493,0,RD,B,A,26.04764,-0.99540484,-0.99540484,338500.0,101306.0,7.0,0.8256,0.0223,0.0465,,,,0.45,0.37,0.3,0.75,0.94,2
-1421929453,0,RD,A,A,105.15439,-0.77620107,-0.77620107,349000.0,107837.0,8.123,0.8507,0.0145,0.0492,,,,0.96,0.15,0.87,0.67,0.78,4
-99857566,0,RD,B,A,64.65882,-0.5791755,-0.5791755,387100.0,108761.0,8.973,0.4659,0.2683,0.043,0.0,10.87,A,0.7,0.05,0.08,0.98,0.8,1
1327635796,0,EA,A,A,22.10475,-0.9974573,-0.9974573,425300.0,123008.0,6.069,0.8977,0.0218,0.0247,0.0,12.85,A,0.94,0.01,0.71,0.94,0.68,2
-1086305288,0,EA,A,A,72.01045,-0.873033,-0.873033,372000.0,99094.0,8.538,0.7522,0.023,0.0796,,,,0.71,0.17,0.29,0.84,0.61,3
-1349277696,0,EA,B,A,96.20836,0.918433,0.918433,338500.0,108423.0,6.529,0.9201,0.024,0.0225,,,,0.85,0.01,0.55,0.5,0.9,2
-2140872587,0,RD,B,A,77.42861,-0.9104409,-0.9104409,461600.0,118044.0,7.742,0.798,0.0237,0.0824,1.0,15.19,C,0.96,0.01,0.16,0.98,0.96,4
-585895267,1,EA,A,A,5.07122,0.8571806,0.8571806,270100.0,79489.0,7.043,0.8435,0.0174,0.0352,,,,0.86,0.01,0.7,0.22,0.66,2
-2083349673,0,RD,A,A,65.32252,-0.7218768,-0.7218768,752600.0,66129.0,9.866,0.4393,0.0131,0.3487,,,,0.92,0.09,0.17,0.8,0.88,3
19662969,0,EA,B,A,43.19698,-0.9996967,-0.9996967,305100.0,97363.0,6.153,0.8082,0.0263,0.0204,0.0,12.7,A,0.61,0.23,0.48,0.8,0.78,2
-1536616901,0,EA,A,A,134.36079,0.5825728,0.5825728,310200.0,115139.0,5.281,0.953,0.0078,0.0102,,,,0.85,0.08,0.21,0.98,0.47,2
